"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"2","q21017023_00_619","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","2"
"3","q22018040_00_692","戦争というやつは、多くの悲劇を生む
離れ離れになる家族、予期せぬ今生の別れ――
だが、ワシら老人にとって何より辛いのは
ワシらよりも先に、未来ある若者が
命を落としていくのを見ることかのう","War creates countless tragedies...
Families torn apart, sudden partings.
Yet for us elders, the most painful part
is witnessing our young people
with promising futures die before us.","ui\00_message\quest_info\q22018040_00.gmd","\quest\q22018040.arc","q22018040.arc","3"
"4","q22018040_00_1179","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","Deliver <SQDI NUM> <SQDI NAME> to the requester
(need: <SQDI DNUM>)","ui\00_message\quest_info\q22018040_00.gmd","\quest\q22018040.arc","q22018040.arc","4"
"0","q22018041_00_693","霧の中に猛る狂乱","Fury in the Fog","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","0"
"1","q22018041_00_693","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【Chance Encounter: Subjugation Quest】
Track down the dangerous enemy
that has appeared and defeat it.","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","1"
"2","q22018041_00_693","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","Although the information is uncertain,
there have been reports of damage
believed to be caused by violent creatures
in <NAME AREA>.
","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","2"
"3","q22018041_00_693","まったく、オークってやつは狡猾な連中だよ
戦ってる最中、いつの間にか援軍を呼ばれて
気付いたら何倍ものオークに囲まれてる
俺もこないだ、一匹と戦っていたはずが
いつの間にか集団に取り囲まれていて――
ううっ、思い出したくもないぜ","Orcs are truly cunning.
While you’re fighting, they call for reinforcements,
and before you know it, you’re surrounded
by many more. Just the other day,
I was fighting one, only to find myself
surrounded by a group――
Ugh, I don’t even want to remember it.","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","3"
"4","q22018041_00_1254","出現した魔物を討伐する","Defeat the appeared demons","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","4"
"6","q22018041_00_1256","魔物の行方を追う","Track down the demons","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","6"
"7","q22018041_00_1257","危険な魔物を追い詰め、止めを刺す","Hunt down and stop the dangerous monsters","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","7"
"5","q22018041_00_1274","魔物が落とした痕跡を調べる","Examine the traces left by the demon","ui\00_message\quest_info\q22018041_00.gmd","\quest\q22018041.arc","q22018041.arc","5"
"0","q22018042_00_694","怪異は深き闇に潜む","Apparition Lurking in Darkness","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","0"
"1","q22018042_00_694","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【Chance Encounter: Subjugation Quest】
Track down the dangerous enemy
that has appeared and defeat it.","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","1"
"2","q22018042_00_694","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","Although the information is uncertain,
there have been reports of damage
believed to be caused by violent creatures
in <NAME AREA>.
","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","2"
"3","q22018042_00_694","私は常々考えているのです
オークたちにもきっと、人間と同じように
棲み処があり寝床があるはずだ、と
その寝床を荒らすようなマネをしたら――
やっぱり激昂して襲い掛かってくるんでしょうね","I often think that Orcs must have their own 
habitats and sleeping spots, similar to us.
If we were to disturb their resting places――
they would likely become enraged and attack.","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","3"
"4","q22018042_00_1254","出現した魔物を討伐する","Defeat the appeared demons","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","4"
"6","q22018042_00_1256","魔物の行方を追う","Track down the demons","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","6"
"7","q22018042_00_1257","危険な魔物を追い詰め、止めを刺す","Hunt down and stop the dangerous monsters","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","7"
"5","q22018042_00_1274","魔物が落とした痕跡を調べる","Examine the traces left by the demon","ui\00_message\quest_info\q22018042_00.gmd","\quest\q22018042.arc","q22018042.arc","5"
"0","q22018043_00_695","不穏の先触れ","A Disturbing Portent","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","0"
"1","q22018043_00_695","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","1"
"2","q22018043_00_695","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","2"
"3","q22018043_00_695","平時からは程遠い、今のこのご時世
私らのような、ただ真面目に生きてきただけの
人間よりも、ああいう“はみ出し者”と
呼ばれるような人間の方が、戦乱のさなかを
器用に生き延びることができるんでしょうな","In these times, so different from normalcy,
those of us who have lived honestly and seriously
are less capable of surviving the turmoil of war
compared to those ""outsiders""
who can adeptly navigate through it.","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","3"
"10","q22018043_00_804","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","10"
"4","q22018043_00_1222","指定された場所で魔物の群れを探す(残り３)","Search for a group of monsters
at the designated location (3 remaining)","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","4"
"6","q22018043_00_1223","残る魔物の群れを探す(残り２)","Search for the remaining groups of monsters
(2 remaining)","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","6"
"8","q22018043_00_1224","残る魔物の群れを探す(残り１)","Find the group of monsters that remain
(1 remaining)","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","8"
"5","q22018043_00_1225","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","5"
"7","q22018043_00_1225","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","7"
"9","q22018043_00_1225","遭遇した魔物群を討伐する","Defeat the encountered demon group","ui\00_message\quest_info\q22018043_00.gmd","\quest\q22018043.arc","q22018043.arc","9"
"0","q22018044_00_696","蠱惑のアジテーション","Beguiled and Agitated","ui\00_message\quest_info\q22018044_00.gmd","\quest\q22018044.arc","q22018044.arc","0"
"1","q22018044_00_696","【死亡チェッククエスト】
依頼者の願いを聞き入れ
一度も復活することなく狂暴な敵を討伐する","【Mortality Check Quest】
Listen to the requester's wish.
Defeat the ferocious enemy
without reviving even once.","ui\00_message\quest_info\q22018044_00.gmd","\quest\q22018044.arc","q22018044.arc","1"
"2","q22018044_00_696","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","Someone in the <NAME AREA> 
appears to be testing their skills
in a battle against an enemy.","ui\00_message\quest_info\q22018044_00.gmd","\quest\q22018044.arc","q22018044.arc","2"
"3","q22018044_00_696","にょほほ！　<NPC 3255>ちゃんと出会ってからと
いうもの、まるで若返った気分じゃ！
あの子に頼まれたらワシ、何でもやっちゃう！
荷物運びだろうと魔物退治だろうと何でもな！
あの目で見つめられたら断れんもの！","Oh ho-ho! Ever since meeting <NPC 3255>,
I feel like I’ve become young again!
If that child asks me for anything, I’ll do it,
whether it’s carrying goods or monster hunting!
I can’t refuse when looked at with those eyes!","ui\00_message\quest_info\q22018044_00.gmd","\quest\q22018044.arc","q22018044.arc","3"
"5","q22018044_00_1162","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q22018044_00.gmd","\quest\q22018044.arc","q22018044.arc","5"
"4","q22018044_00_1174","指定された場所へ行き、狂暴な魔物を見つける","Go to the designated location
and find the rabid demon","ui\00_message\quest_info\q22018044_00.gmd","\quest\q22018044.arc","q22018044.arc","4"
"6","q22018044_00_1176","依頼者へ経緯を報告する","Report back to the requester","ui\00_message\quest_info\q22018044_00.gmd","\quest\q22018044.arc","q22018044.arc","6"
"0","q22018045_00_697","門番の矜持","The Gatekeeper's Pride","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","0"
"1","q22018045_00_697","【納品討伐クエスト】
依頼者に高価なアイテムを渡し
珍しい敵の居場所を聞き出す","【Delivery Hunt Quest】
Hand over a valuable item to the client
and locate the whereabouts of a rare enemy.","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","1"
"2","q22018045_00_697","<NAME AREA>にいる何者かが
エリア内で取得できる珍しいアイテムを求めている","Someone in the <NAME AREA> is searching
for rare items that can be found within the area.","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","2"
"3","q22018045_00_697","あの門番のおっちゃん、朝から晩まで
ずっと同じ場所で立ちっぱなしなんだ
前に、ずっと立っててしんどくないのかって
聞いたら、これが俺の仕事だから問題ない、だって
オトナって大変なんだな","The gatekeeper stands in the same spot
from morning until evening.
I once asked if standing all day isn’t tiring,
and he said, “It’s my job, so it’s okay.”
Adults really have a tough job.","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","3"
"4","q22018045_00_1124","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼者に渡す（残り:<SQDI DNUM>）","Deliver <SQDI NUM> <SQDI NAME> to the requester (need: <SQDI DNUM>)","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","4"
"5","q22018045_00_1167","指定された場所へ魔物を探しに行く","Go to the designated location to search for enemy","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","5"
"6","q22018045_00_1168","発見した魔物を討伐する","Defeat the found demons","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","6"
"7","q22018045_00_1169","依頼者に報告する","Report to the requester","ui\00_message\quest_info\q22018045_00.gmd","\quest\q22018045.arc","q22018045.arc","7"
"0","q22018046_00_698","【時限採取】早暁の採虫道","Time Restriction: Early Dawn Bug Hunting","ui\00_message\quest_info\q22018046_00.gmd","\quest\q22018046.arc","q22018046.arc","0"
"1","q22018046_00_698","【時限採取クエスト：5時から10時（GT）】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【Time Restriction Quest: 05:00 to 10:00 (GT)】
Listen to the Area Master's story.
Gather and deliver within the specified time.","ui\00_message\quest_info\q22018046_00.gmd","\quest\q22018046.arc","q22018046.arc","1"
"2","q22018046_00_698","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.","ui\00_message\quest_info\q22018046_00.gmd","\quest\q22018046.arc","q22018046.arc","2"
