0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう","In the <COL ffdc78> ""Limit Breaking Arms"" </COL> at the Custom-Made Workshop, you can perform it as many times as you want by obtaining the following two things:

① Weapons and armor enhanced up to ★4
② Required costs such as materials and Rift Crystals

Also, the <COL ffdc78>granted abilities are overwritten every time you attempt the Limit Break</COL>, so let's proceed while confirming examples of granted abilities upon success.",ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
0,TUTORIAL_STEP_833,"黒竜との戦いでは、これまでの闇の眷属との戦いで
力を発揮した様々なドラゴンアビリティの効果が
必要となります

全てのドラゴンアビリティの発動が可能な
<COL ffdc78>《ドラゴンアビリティ：対黒竜》</COL>の力を宿した
竜防具を準備し、黒竜との決戦に備えましょう","In the battle against the Black Dragon, the effects of various Dragon Abilities that have proven their strength in previous battles against dark servants will be necessary. 

Prepare dragon armor infused with the power of <COL ffdc78>""Dragon Ability: Anti-Black Dragon""</COL> that allows the activation of all Dragon Abilities and be ready for the decisive battle against the Black Dragon.",ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,0
1,TUTORIAL_STEP_834,"高難度となる黒竜との決戦では<COL ffdc78>《破滅の力》</COL>と
よばれる力が黒竜に蓄積していきます

破滅の力は黒竜の特定の攻撃を受けることで
上昇していきます。最大まで高まった破滅の力による
黒竜の一撃は、覚者たちを殲滅するには
十分すぎるほどの威力となるでしょう

<COL ffdc78>黒竜の竜力がむき出しとなった部位</COL>を攻撃することで
破滅の力を減少させることが可能です
この点を上手く利用できるよう立ち回りましょう","During the decisive battle with the formidable Black Dragon, a power called <COL ffdc78>""Power of Destruction""</COL> accumulates. 

This power increases when the Arisen receives specific attacks from the Black Dragon. When the Power of Destruction reaches its maximum, the Black Dragon's strike will possess a power that is more than enough to annihilate the Arisen. 

<COL ffdc78>By attacking the exposed parts of the Black Dragon's Dragon Force</COL>, it is possible to decrease the Power of Destruction. Let's make good use of this point in our strategies.",ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,1
2,TUTORIAL_STEP_835,"《対黒竜》でのみ発動可能なドラゴンアビリティ

＜ドラゴンスレイヤー＞
黒竜の弱点部位、または黒竜により召喚された竜晶に
一定量のダメージを与えると
大ダメージを与える追撃が発生します

LV UP毎に追撃のダメージがより増加","Dragon Ability Exclusive to ""Anti-Black Dragon""

<Dragon Slayer>
When you deal a certain amount of damage to the weak points of the Black Dragon or the Dragon Crystal summoned by the Black Dragon, a follow-up attack that inflicts significant damage will occur.

The damage of the follow-up attack increases with each level up.",ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,2
3,TUTORIAL_STEP_869,"＜黄金竜の一撃＞

黄金竜の攻撃により、敵の特定の攻撃を中断します
攻撃を中断すると破滅の力の蓄積量が減少します

LV UP毎に破滅の力の減少量がより増加","<Blow of the Golden Dragon>

The Golden Dragon's attack interrupts the enemy's specific attack.
Interrupting the attack reduces the accumulation of the Power of Destruction.

The amount of reduction in the Power of Destruction increases with each LV UP.",ui\00_message\tutorial_guide\steps\tutorial_guide_step435.gmd,\tguide\tutorial_guide_435.arc,tutorial_guide_435.arc,3
0,TUTORIAL_STEP_836,弱点や攻略ポイントなど,Weak points and points to strategize.,ui\00_message\tutorial_guide\steps\tutorial_guide_step436.gmd,\tguide\tutorial_guide_436.arc,tutorial_guide_436.arc,0
1,TUTORIAL_STEP_837,なんか,Something,ui\00_message\tutorial_guide\steps\tutorial_guide_step436.gmd,\tguide\tutorial_guide_436.arc,tutorial_guide_436.arc,1
2,TUTORIAL_STEP_838,なんか,Something,ui\00_message\tutorial_guide\steps\tutorial_guide_step436.gmd,\tguide\tutorial_guide_436.arc,tutorial_guide_436.arc,2
0,TUTORIAL_STEP_839,"<COL 78f5ff>《ワイルドハント》</COL>は
通常では存在しない強さや大きさの魔物の
討伐依頼を受け、フィールドに出て
探索・討伐するコンテンツです

白竜神殿の宿場区にいる
リサに話しかけることで確認できるリストから
好きな依頼を受注できます

<COL ffdc78>討伐・クリアによる経験値取得はありませんが
大量のプレイポイントが手に入ります</COL>","<COL 78f5ff>Wild Hunt</COL> 
is a content where you accept requests to subdue and defeat monsters that possess extraordinary strength and size that do not normally exist, and then go out into the field to explore and defeat them.

You can receive and accept your desired requests from a list that you can confirm by talking to Lisa, who is in the Relay Station District of the White Dragon Temple.

<COL ffdc78>Although you do not gain experience points through subduing and clearing, you can obtain a large amount of play points.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,0
1,TUTORIAL_STEP_840,"ワイルドハントには<COL 78f5ff>《ランク》</COL>があり
高いほど難易度が上がりますが
貰える報酬も多くなります

　Sランク：もっとも高いランク
　Aランク：高いランク
　Bランク：通常のランク

<COL ffdc78>特にSランクはワイルドハントをたくさんクリアし
リサからの信頼を得ないと滅多に受けられません</COL>","In the Wild Hunt, there are <COL 78f5ff> Ranks </COL> which determine the difficulty level. The higher the rank, the more challenging it becomes, but the rewards also increase.

S Rank: The highest rank
A Rank: High rank
B Rank: Normal rank

<COL ffdc78> In particular, S Rank is rarely given unless you clear the Wild Hunt many times and gain Lisa's trust. </COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,1
2,TUTORIAL_STEP_841,"ワイルドハントの討伐は
フィールドを探索してターゲットを
探し出すところから始まります

ミニマップに表示されるマーカーの範囲内に
ターゲットがいるので、周囲を注意深く
探索してみましょう

<COL ffdc78>ランクが高くなるほど候補となるマーカーが増え
探し出すことが困難になります</COL>","The Wild Hunt begins with exploring the field and searching for targets. 

There are markers displayed on the mini-map to indicate the range in which the targets can be found, so let's carefully search the surroundings. 

<COL ffdc78>As the rank increases, it becomes more difficult to locate the markers that are potential candidates.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,2
3,TUTORIAL_STEP_842,"＜ボーナスターゲット＞

マーカーの中には、討伐対象ではない
強力な魔物が潜んでいることがあります

<COL ffdc78>討伐しなくてもクエストの進行に影響はありませんが
討伐するとプレイポイントを獲得できます</COL>

ボーナスターゲットと出会った時は
画面上部に青いテキストが表示されます","<Bonus Target>

Inside the marker, there may be powerful enemies that are not the target of extermination.

<COL ffdc78>It doesn't affect the progress of the quest if you don't exterminate them, but you can earn play points by defeating them.</COL>

When you encounter a bonus target, blue text will be displayed at the top of the screen.",ui\00_message\tutorial_guide\steps\tutorial_guide_step437.gmd,\tguide\tutorial_guide_437.arc,tutorial_guide_437.arc,3
0,TUTORIAL_STEP_843,"＜ワイルドハントの依頼＞

1日につき2件のワイルドハントが依頼されます
<COL ffdc78>依頼は最大9件までストックできるようになっています</COL>
ログインしていない間にも依頼は貯まっていくので
溢れさせないように注意しましょう

またストックが最大の状態で次の日を迎えた場合は
ストックの更新はされず依頼の内容は変わりません","<Wild Hunt Requests>

There are two Wild Hunt requests per day.
<COL ffdc78>You can stock up to a maximum of 9 requests.</COL>
Requests accumulate even when you are not logged in, so be careful not to let them overflow.

Also, if you reach the maximum stock and the next day comes, the stock will not be updated and the requests will remain the same.",ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,0
1,TUTORIAL_STEP_844,"＜リサの信頼度＞

依頼を繰り返し達成することで
リサの<COL 78f5ff>《信頼度》</COL>が上昇します

信頼度は★で表示され、最大で★★★★になります","<Lisa's Trust>

By repeatedly achieving tasks, Lisa's <COL 78f5ff>trust</COL> will increase.

Trustworthiness is displayed as ★ and can reach a maximum of ★★★★.",ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,1
2,TUTORIAL_STEP_863,"信頼度を上げるメリットとしては
<COL ffdc78>高ランクの依頼を受けやすくなるほか
１日に依頼される件数が最大３件まで増える</COL>ことが
挙げられます

しかし
<COL ffdc78>依頼を最大までストックしたまま次の日を迎える</COL>と
信頼を損なってしまうので注意しましょう","The benefits of increasing trust include being more likely to <COL ffdc78>receive high-ranking requests and being able to receive up to a maximum of three requests per day. </COL>

However, <COL ffdc78>be careful not to compromise trust</COL> by holding onto maximum requests and carrying them over to the next day.",ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,2
3,TUTORIAL_STEP_845,"＜パーティープレイ時の注意＞

ワイルドハントはパーティでも遊ぶことができますが
<COL ffdc78>魔物が潜む範囲マーカーの位置を
知ることができるのは、依頼を受注している
パーティーリーダーのみです</COL>

ミニマップのフリーマーカー機能などを活用して
パーティーメンバーに指示を出しましょう","＜Notes for party play＞

The Wild Hunt can also be played in a party, but <COL ffdc78>only the party leader who has accepted the quest can see the position of the markers where enemies lurk. </COL>

Utilize features such as the Waypoint function on the map to give instructions to party members.",ui\00_message\tutorial_guide\steps\tutorial_guide_step438.gmd,\tguide\tutorial_guide_438.arc,tutorial_guide_438.arc,3
0,TUTORIAL_STEP_846,"<COL 78f5ff>《アッカーシェラン追懐戦記》</COL>は
最大８人のパーティーを結成して
様々なエリアに出現する敵を討伐しながら
進攻するウォーミッションです","<COL 78f5ff>Acre Selund War Chronicles</COL> 
allows players to form a party of up to eight members and engage in war missions, defeating enemies that appear in various areas.",ui\00_message\tutorial_guide\steps\tutorial_guide_step439.gmd,\tguide\tutorial_guide_439.arc,tutorial_guide_439.arc,0
1,TUTORIAL_STEP_847,"各戦闘エリアにいる敵を討伐すると
進行マーカーが出現します
進行マーカーに集合すると自軍旗がセットされ、
<COL ffdc78>人数制限のあるワープゲート</COL>が解放されます

ワープゲートには行き先となるステージ名が表示され、
選択時に<COL ffdc78>あと何人が移動できるか</COL>が確認できます
一定数の覚者がワープするとゲート自体が消滅します

誰をワープさせるのか、パーティーメンバー間で
協力してギミックを使用しましょう","Defeating the enemies in each combat area will cause progress markers to appear. 
If you gather at the progress marker, your own flag will be set up, and a warp gate with a <COL ffdc78>limited capacity</COL> will be unlocked.

The warp gate displays the name of the destination stage, and when selected, you can confirm <COL ffdc78>how many people can still move</COL>.
When a certain number of Arisen warp, the gate itself will disappear.

Cooperate with your party members and decide who will warp.",ui\00_message\tutorial_guide\steps\tutorial_guide_step439.gmd,\tguide\tutorial_guide_439.arc,tutorial_guide_439.arc,1
2,TUTORIAL_STEP_848,"自軍旗を守るメンバーと、各地に出現する魔物を
討伐するメンバーで二手に分かれ
ミッションの目標を達成しましょう

全てのエリアでの戦闘が終わると
最奥に座す黒騎士に挑むことになります","Divide into two groups: one to protect our army's flag, and the other to defeat the demons appearing in various locations. 
Let's achieve the mission objective!

Once all battles in each area have concluded, we will challenge the Black Knight seated at the deepest point.",ui\00_message\tutorial_guide\steps\tutorial_guide_step439.gmd,\tguide\tutorial_guide_439.arc,tutorial_guide_439.arc,2
