19,CUSTOM_SKILL_COMMAND_03_198,セットボタンで構え後、<KC SHOOT>で発射,"While holding the assigned button, <KC SHOOT> to
shoot.",ui\00_message\skill\custom_skill_command_03.gmd,\skill\custom_skill_data_03.arc,custom_skill_data_03.arc,19
10,CUSTOM_SKILL_INFO_07_91,"高く跳躍し、一点集中で力強く大剣を突き立てる
攻撃範囲は狭いが威力は絶大
落下距離により威力が上昇
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃ヒット数増加</COL>","Jump high upward, viciously thrusting the blade at
a concentrated point with great force. The
attack's
range is very narrow, but it carries tremendous
power.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases number of hits.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,10
11,CUSTOM_SKILL_INFO_07_88,"力を十分に溜めた後、渾身の一撃を繰り出す
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で剣に風圧が追加／攻撃ヒット数増加</COL>","After channeling enough energy, release
a devastating slash with your body's entire might.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Adds wind pressure to the blade and
increases number
of hits.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,11
12,CUSTOM_SKILL_INFO_07_139,"しがみついた状態から大剣で揺さぶりながら抉る
ボタンの連打で揺さぶり回数が増加する
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で一定回数揺さぶると攻撃速度が上昇し
引き抜き時の攻撃ヒット数が増加する</COL>","While climbing an enemy, thrust the blade
deep into them and vigorously shake it around.
The number of shakes increases with repeated
button presses.
<COL ffdc78>LV UP: Increases damage of skill.
LV.6: Increases maximum number of shakes.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,12
13,CUSTOM_SKILL_INFO_07_140,"渾身の力で大剣を地面に突き刺し、大地を揺るがす
地上ではボタンの長押し、空中では発動時の落下距離
により威力が上昇。倒れた状態の敵に対し真価を発揮
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で溜め段階上昇（１→２）</COL>","Slam the blade into the ground with the entire
body's might and shake the earth. Performing the
skill
from high altitudes while in the air, or holding
the
assigned button on the ground increases the
damage of the skill.
Especially effective against downed enemies.
<COL ffdc78>LV UP: Increases damage of the skill.
LV.6: Increases maximum charge amount (1→2)</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,13
14,CUSTOM_SKILL_INFO_07_180,"【ＥＸ追加効果】
ダメージ量が増加
リベンジゲージ最大時に威力が上昇／ヒット数増加
<COL ff7878>亜人／鬼人／巨人系の敵に与えるダメージ量が増加</COL>","EX Additional Effects:
Increase damage.
Further increase damage when revenge gauge is
full.
<COL ff7878>Further increase damage to
Demihuman/Ogre/Giant enemies.</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,14
15,CUSTOM_SKILL_INFO_07_181,"【ＥＸ追加効果】
攻撃を受ける瞬間に発動すると
ダメージ量が増加すると同時に
攻撃を敵に接触させる度にリベンジゲージが増加
スタミナが続くか中断しない限り、突進を継続できる","EX Additional Effects:
If this skill is used before being hit, damage
increases and
revenge gauge increases as you hit enemies.",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,15
16,CUSTOM_SKILL_INFO_07_182,"【ＥＸ追加効果】
ダメージ量が増加
気絶攻力が増加
攻撃回数が増加（１→２）
２回目の攻撃はボタン長押しで溜め可能","EX Additional Effects:
Increase damage.
Increase knockout power.
Increase the number of hits (1→2).
The second hit can be activated by pressing
and holding the assigned button.",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,16
17,CUSTOM_SKILL_INFO_07_183,"【ＥＸ追加効果】
チャンス攻力がやや増加
疲労攻力がやや増加
<COL ff7878>戦甲を攻撃時、ダメージ量が増加</COL>","EX Additional Effects:
Slightly increase chance attack.
Slightly increase exhaust power.
<COL ff7878>Further increase damage against
War-Ready enemies</COL>",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,17
18,CUSTOM_SKILL_INFO_07_225,"【ＥＸ追加効果】
ダメージ量が増加
リベンジゲージ最大時に威力が上昇
敵の攻撃を直前回避すると追加攻撃のすり抜け時間が延長","EX Additional Effects:
Increase damage.
Further increase damage when revenge gauge is
full.
Increase invulnerability duration if you avoid
the enemy at the
closest possible moment.",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,18
19,CUSTOM_SKILL_INFO_07_226,"【ＥＸ追加効果】
敵の攻撃を直前回避すると
追加攻撃のダメージ量が増加すると同時に
攻撃を敵に接触させる度にリベンジゲージが増加","EX Additional Effects:
Increase damage of the additional hits after
evasion
if you avoid the enemy at the closest possible
moment.
Increase revenge gauge as you hit enemies.",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,19
20,CUSTOM_SKILL_INFO_07_227,"【ＥＸ追加効果】
モーションが変化し、攻撃ヒット数が増加
のけぞり中にも発動可能","EX Additional Effects:
Change motions, increase the number of hits.
Can be used when staggered.",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,20
21,CUSTOM_SKILL_INFO_07_228,"【ＥＸ追加効果】
吹き飛ばし力が増加
前方への攻撃範囲が大幅に拡張","EX Additional Effects:
Increase blow power.
Extend the range of the attack forward.",ui\00_message\skill\custom_skill_info_07.gmd,\skill\custom_skill_data_07.arc,custom_skill_data_07.arc,21
0,CUSTOM_SKILL_COMMAND_08_95,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,0
1,CUSTOM_SKILL_COMMAND_08_92,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,1
2,CUSTOM_SKILL_COMMAND_08_93,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,2
3,CUSTOM_SKILL_COMMAND_08_94,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,3
4,CUSTOM_SKILL_COMMAND_08_97,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,4
5,CUSTOM_SKILL_COMMAND_08_98,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,5
6,CUSTOM_SKILL_COMMAND_08_99,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,6
7,CUSTOM_SKILL_COMMAND_08_96,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,7
8,CUSTOM_SKILL_COMMAND_08_100,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,8
9,CUSTOM_SKILL_COMMAND_08_101,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,9
10,CUSTOM_SKILL_COMMAND_08_102,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,10
11,CUSTOM_SKILL_COMMAND_08_103,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,11
12,CUSTOM_SKILL_COMMAND_08_141,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,12
13,CUSTOM_SKILL_COMMAND_08_142,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,13
14,CUSTOM_SKILL_COMMAND_08_184,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,14
15,CUSTOM_SKILL_COMMAND_08_185,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,15
16,CUSTOM_SKILL_COMMAND_08_186,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,16
17,CUSTOM_SKILL_COMMAND_08_187,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,17
18,CUSTOM_SKILL_COMMAND_08_201,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,18
19,CUSTOM_SKILL_COMMAND_08_202,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,19
20,CUSTOM_SKILL_COMMAND_08_203,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,20
21,CUSTOM_SKILL_COMMAND_08_204,セットボタンを押して詠唱後、<KC SHOOT>で放つ,"Press the assigned button to begin chanting,
then <KC SHOOT> to unleash.",ui\00_message\skill\custom_skill_command_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,21
0,CUSTOM_SKILL_INFO_08_95,"氷属性の複数の魔矢を一点に集中して放つ
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で魔矢の本数増加（４→６）</COL>","Fire multiple magickal arrows with
the Ice attribute at a single point.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases magickal arrows fired (4→6).</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,0
1,CUSTOM_SKILL_INFO_08_92,"体力回復に加え、物理攻撃力と魔法攻撃力の
強化効果のある魔矢を放つ（対不死には攻撃）
味方に接触させれば魔法球が吸着する
<COL ffdc78>LV UP毎に回復力上昇／展開エリア拡張
LV.６でターゲット数増加（３→７）</COL>","Fire magickal arrows that emit an area of health
restoration at the impact point (inflicts damage
to undead).
The field will attach to an ally if the arrow
makes contact.
<COL ffdc78>LV UP: Increases healing power.
Increases size of the effect.
LV.6: Increases number of targets (2→4).</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,1
2,CUSTOM_SKILL_INFO_08_93,"一部の状態異常回復に加え、物理防御力と魔法防御力の
強化効果のある魔矢を放つ（対不死には攻撃）
味方に接触させれば魔法球が吸着する
<COL ffdc78>LV UP毎にスタミナ消費減少
LV.６でターゲット数増加（３→７）</COL>","Fire magickal arrows that emit an area of
debilitation
recovery at the impact point (inflicts damage to
undead).
The field will attach to an ally if the arrow
makes contact.
<COL ffdc78>LV UP: Reduces Stamina cost.
LV.6: Increases number of targets (2→3).</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,2
3,CUSTOM_SKILL_INFO_08_94,"起爆性のある魔矢を放つ
敵に刺さった魔矢への攻撃には爆発がともなう
爆発に接触した周囲の敵は中心地に吹き飛ぶ
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で爆発範囲が拡張</COL>","Loose a magickal arrow that attaches to enemies.
Upon attacking the magickal arrow, it will
trigger an explosion.
Enemies in contact with the explosion will be
knocked away.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the range of the explosions.</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,3
4,CUSTOM_SKILL_INFO_08_97,"聖属性の魔矢を放ち、着弾場所に魔法球を
展開する。敵に接触させた場合魔法球が付着し
継続して体力を奪う
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で魔法球継続時間が延長／攻撃ヒット数増加</COL>","Fire magickal arrows of the Holy attribute. The
arrows
will emit a magickal sphere upon impact. Enemies
in
contact with the sphere will continously take
damage.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases duration of spheres. Increases
number of hits.</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,4
5,CUSTOM_SKILL_INFO_08_98,"敵の物理攻撃力と魔法攻撃力を
一定時間低下させる魔矢を放つ
<COL ffdc78>LV UP毎に低下力の強化
LV.６でターゲット数増加（３→５）</COL>","Fire magickal arrows that decrease the
Physical and Magickal attack power of
enemies for a period of time.
<COL ffdc78>LV UP: Increases the rate of
debilitation accumulation.
LV.6: Increases number of targets (3→5).</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,5
6,CUSTOM_SKILL_INFO_08_99,"敵の物理防御力と魔法防御力を
一定時間低下させる魔矢を放つ
<COL ffdc78>LV UP毎に低下力の強化
LV.６でターゲット数増加（３→５）</COL>","Fire magickal arrows that decrease the
Physical and Magickal defense of
enemies for a period of time.
<COL ffdc78>LV UP: Increases the rate of
debilitation accumulation.
LV.6: Increases number of targets (3→5).</COL>",ui\00_message\skill\custom_skill_info_08.gmd,\skill\custom_skill_data_08.arc,custom_skill_data_08.arc,6
