"1","q40200160_00_498","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","ui\00_message\quest_info\q40200160_00.gmd","\quest\q40200160.arc","q40200160.arc","1"
"0","0","無限課金討伐2","無限課金討伐2","ui\00_message\quest_info\q40300091_00.gmd","\quest\q40300091.arc","q40300091.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300091_00.gmd","\quest\q40300091.arc","q40300091.arc","1"
"0","0","無限課金討伐3","無限課金討伐3","ui\00_message\quest_info\q40300092_00.gmd","\quest\q40300092.arc","q40300092.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300092_00.gmd","\quest\q40300092.arc","q40300092.arc","1"
"0","0","無限課金討伐4","無限課金討伐4","ui\00_message\quest_info\q40300093_00.gmd","\quest\q40300093.arc","q40300093.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300093_00.gmd","\quest\q40300093.arc","q40300093.arc","1"
"0","0","無限課金討伐5","無限課金討伐5","ui\00_message\quest_info\q40300094_00.gmd","\quest\q40300094.arc","q40300094.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300094_00.gmd","\quest\q40300094.arc","q40300094.arc","1"
"0","0","無限課金討伐6","無限課金討伐6","ui\00_message\quest_info\q40300095_00.gmd","\quest\q40300095.arc","q40300095.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300095_00.gmd","\quest\q40300095.arc","q40300095.arc","1"
"0","0","無限課金討伐7","無限課金討伐7","ui\00_message\quest_info\q40300096_00.gmd","\quest\q40300096.arc","q40300096.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300096_00.gmd","\quest\q40300096.arc","q40300096.arc","1"
"0","0","無限課金討伐8","無限課金討伐8","ui\00_message\quest_info\q40300097_00.gmd","\quest\q40300097.arc","q40300097.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300097_00.gmd","\quest\q40300097.arc","q40300097.arc","1"
"0","0","無限課金討伐9","無限課金討伐9","ui\00_message\quest_info\q40300098_00.gmd","\quest\q40300098.arc","q40300098.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300098_00.gmd","\quest\q40300098.arc","q40300098.arc","1"
"0","0","無限課金討伐10","無限課金討伐10","ui\00_message\quest_info\q40300099_00.gmd","\quest\q40300099.arc","q40300099.arc","0"
"1","eqenhance_title_sub","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","緊急事態だ<LQEM>の大群が
各地に出没していると報告があった
その数はざっと<LQVA>
被害が出る前に何としても殲滅させねば","ui\00_message\quest_info\q40300099_00.gmd","\quest\q40300099.arc","q40300099.arc","1"
"0","0","密な情報共有","密な情報共有","ui\00_message\quest_info\q40300100_00.gmd","\quest\q40300100.arc","q40300100.arc","0"
"1","eqenhance_title_sub","そういえばさ、<LQEM>がうろついてるのを見たぜ
まぁ<LQVA>匹程度だから気にすることは無いと思うが
仲間を呼びやがらないかは気を付けとかないとな","そういえばさ、<LQEM>がうろついてるのを見たぜ
まぁ<LQVA>匹程度だから気にすることは無いと思うが
仲間を呼びやがらないかは気を付けとかないとな","ui\00_message\quest_info\q40300100_00.gmd","\quest\q40300100.arc","q40300100.arc","1"
"0","0","誰かヘマしたのか？","誰かヘマしたのか？","ui\00_message\quest_info\q40300101_00.gmd","\quest\q40300101.arc","q40300101.arc","0"
"1","eqenhance_title_sub","誰か他所から帰ってくる時
<LQEM>に後を付けられたのか？
<LQVA>匹見かけたぞ","誰か他所から帰ってくる時
<LQEM>に後を付けられたのか？
<LQVA>匹見かけたぞ","ui\00_message\quest_info\q40300101_00.gmd","\quest\q40300101.arc","q40300101.arc","1"
"0","0","疲労困憊の盗伐依頼","疲労困憊の盗伐依頼","ui\00_message\quest_info\q40300102_00.gmd","\quest\q40300102.arc","q40300102.arc","0"
"1","eqenhance_title_sub","腕自慢の誰か
<LQEM>を<LQVA>匹ぶっ飛ばしといてくれ
俺はもう疲れちまった
今日だけでどれだけ狩ったと思ってる","腕自慢の誰か
<LQEM>を<LQVA>匹ぶっ飛ばしといてくれ
俺はもう疲れちまった
今日だけでどれだけ狩ったと思ってる","ui\00_message\quest_info\q40300102_00.gmd","\quest\q40300102.arc","q40300102.arc","1"
"0","0","仮初のアジト、その安全","仮初のアジト、その安全","ui\00_message\quest_info\q40300103_00.gmd","\quest\q40300103.arc","q40300103.arc","0"
"1","eqenhance_title_sub","ここにどのくらい住むのかはわからんが
周囲の魔物は少しずつ減らしておかないか？
俺も今日<LQEM>を<LQVA>匹追っ払っといた
皆それぞれこのくらいやっておけば
しばらくは安全だろう","ここにどのくらい住むのかはわからんが
周囲の魔物は少しずつ減らしておかないか？
俺も今日<LQEM>を<LQVA>匹追っ払っといた
皆それぞれこのくらいやっておけば
しばらくは安全だろう","ui\00_message\quest_info\q40300103_00.gmd","\quest\q40300103.arc","q40300103.arc","1"
"0","0","巣ごと潰したいよな","巣ごと潰したいよな","ui\00_message\quest_info\q40300104_00.gmd","\quest\q40300104.arc","q40300104.arc","0"
"1","eqenhance_title_sub","はぁ～あ、<LQEM>のやつ、うっとうしいんだよな
昨日２体倒しといたのに、今日見たら
また<LQVA>体うろうろしてやがる
どこかに巣でもあんのかなぁ","はぁ～あ、<LQEM>のやつ、うっとうしいんだよな
昨日２体倒しといたのに、今日見たら
また<LQVA>体うろうろしてやがる
どこかに巣でもあんのかなぁ","ui\00_message\quest_info\q40300104_00.gmd","\quest\q40300104.arc","q40300104.arc","1"
"0","0","盗賊たちのゲーム","盗賊たちのゲーム","ui\00_message\quest_info\q40300105_00.gmd","\quest\q40300105.arc","q40300105.arc","0"
"1","eqenhance_title_sub","最近ピリピリしすぎてないか？
いつものゲームでもしようじゃないか
<LQEM>の体の一部を<LQVA>匹分
先に集めてきた方が勝ちっていう、あのゲームだ","最近ピリピリしすぎてないか？
いつものゲームでもしようじゃないか
<LQEM>の体の一部を<LQVA>匹分
先に集めてきた方が勝ちっていう、あのゲームだ","ui\00_message\quest_info\q40300105_00.gmd","\quest\q40300105.arc","q40300105.arc","1"
"0","0","若き紅一点の努力","若き紅一点の努力","ui\00_message\quest_info\q40300106_00.gmd","\quest\q40300106.arc","q40300106.arc","0"
"1","eqenhance_title_sub","あたしももっと強くならなきゃ
<LQEM>の群れを見つけたから
潰しとこうと思ったのに、<LQVA>匹も
逃がしちゃったよ――","あたしももっと強くならなきゃ
<LQEM>の群れを見つけたから
潰しとこうと思ったのに、<LQVA>匹も
逃がしちゃったよ――","ui\00_message\quest_info\q40300106_00.gmd","\quest\q40300106.arc","q40300106.arc","1"
"0","0","馴染みの狩人の不幸","馴染みの狩人の不幸","ui\00_message\quest_info\q40300107_00.gmd","\quest\q40300107.arc","q40300107.arc","0"
"1","eqenhance_title_sub","知り合いの狩人が魔物にやられて
しばらく動けないらしい
腕はいいやつなんだが――
<LQEM><LQVA>匹に囲まれちゃあな","知り合いの狩人が魔物にやられて
しばらく動けないらしい
腕はいいやつなんだが――
<LQEM><LQVA>匹に囲まれちゃあな","ui\00_message\quest_info\q40300107_00.gmd","\quest\q40300107.arc","q40300107.arc","1"
"0","0","北の盗賊アジト、危機","北の盗賊アジト、危機","ui\00_message\quest_info\q40300108_00.gmd","\quest\q40300108.arc","q40300108.arc","0"
"1","eqenhance_title_sub","おい、大変だ
<LQEM>が仲間を呼ぼうと大騒ぎしてやがる
――<LQVA>体くらいいやがったかな
早いところ何とかしないと、ここに入り込まれそうだ","おい、大変だ
<LQEM>が仲間を呼ぼうと大騒ぎしてやがる
――<LQVA>体くらいいやがったかな
早いところ何とかしないと、ここに入り込まれそうだ","ui\00_message\quest_info\q40300108_00.gmd","\quest\q40300108.arc","q40300108.arc","1"
"0","0","＜エリアオーダー＞北の盗賊のアジト魔物征伐","Area Order: Northern Bandit Hideout Demon Extermination","ui\00_message\quest_info\q40300109_00.gmd","\quest\q40300109.arc","q40300109.arc","0"
"1","eqenhance_title_sub","皆知っての通り、ここらで俺たち以外に
人をそう見かけなかった頃とは違う
国のため、戦士サンらの数を減らさないよう
<LQEM>を<LQVA>匹、潰しておくことにするぞ","皆知っての通り、ここらで俺たち以外に
人をそう見かけなかった頃とは違う
国のため、戦士サンらの数を減らさないよう
<LQEM>を<LQVA>匹、潰しておくことにするぞ","ui\00_message\quest_info\q40300109_00.gmd","\quest\q40300109.arc","q40300109.arc","1"
"0","0","隠れアジトに咲く花","隠れアジトに咲く花","ui\00_message\quest_info\q40300110_00.gmd","\quest\q40300110.arc","q40300110.arc","0"
"1","eqenhance_title_sub","花壇の土作りのために
<LQIM>を用意しとかないとね
<LQVA>つくらいあれば
次に咲く花を長持ちさせられそう","花壇の土作りのために
<LQIM>を用意しとかないとね
<LQVA>つくらいあれば
次に咲く花を長持ちさせられそう","ui\00_message\quest_info\q40300110_00.gmd","\quest\q40300110.arc","q40300110.arc","1"
"0","0","マルテンのメモ書き","マルテンのメモ書き","ui\00_message\quest_info\q40300111_00.gmd","\quest\q40300111.arc","q40300111.arc","0"
"1","eqenhance_title_sub","この前出かけた時に<LQIM>を
<LQVA>個採ってこようと思ってたのを
すっかり忘れちまってたな
すぐに必要ってわけじゃないが――","この前出かけた時に<LQIM>を
<LQVA>個採ってこようと思ってたのを
すっかり忘れちまってたな
すぐに必要ってわけじゃないが――","ui\00_message\quest_info\q40300111_00.gmd","\quest\q40300111.arc","q40300111.arc","1"
"0","0","資材の管理ミス","資材の管理ミス","ui\00_message\quest_info\q40300112_00.gmd","\quest\q40300112.arc","q40300112.arc","0"
