"0","","お、お前、助ケタ――？
感謝スル――
ファーガル、動けない――置いてイケ","消えた足音に気付く時","ui\00_message\quest\q21015012.gmd","\quest\q21015012.arc","q21015012.arc","21"
"7","q21016006_00_1233","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","ui\00_message\quest_info\q21016006_00.gmd","\quest\q21016006.arc","q21016006.arc","7"
"0","","<AREA 16>フィールドの《<ITEM 15952>》を採取できる採取ポイントの数が増えました
＜晴天＞の間にたくさん採取し、納品しましょう","<AREA 16>フィールドの《<ITEM 15952>》を採取できる採取ポイントの数が増えました
＜晴天＞の間にたくさん採取し、納品しましょう","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","0"
"0","","＜晴天＞が終了したため、<AREA 16>フィールドの
《<ITEM 15952>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","＜晴天＞が終了したため、<AREA 16>フィールドの
《<ITEM 15952>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","1"
"0","","白き竜の覚者様――
この度の尽力、心より感謝いたします
未だ全ての浄化にはいたりませんが
村の民も、森も、貴方には多大なる恩を受けました","白き竜の覚者様――
この度の尽力、心より感謝いたします
未だ全ての浄化にはいたりませんが
村の民も、森も、貴方には多大なる恩を受けました","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","2"
"0","","そこで、恩返し――という訳ではありませんが
覚者様に有用かと思われる話をお伝えしましょう","そこで、恩返し――という訳ではありませんが
覚者様に有用かと思われる話をお伝えしましょう","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","3"
"0","","重要な素材である《<ITEM 15952>》が
＜晴天＞時にのみ採取地点数が増加する――
というお話です
ご興味はおありでしょうか","重要な素材である《<ITEM 15952>》が
＜晴天＞時にのみ採取地点数が増加する――
というお話です
ご興味はおありでしょうか","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","4"
"0","","ご興味がおありでしたら、＜晴天＞時に
この拠点内に共に採取するお仲間を集めてから
再度お声掛けいただけますでしょうか？
その際に、詳しくご説明いたしましょう","ご興味がおありでしたら、＜晴天＞時に
この拠点内に共に採取するお仲間を集めてから
再度お声掛けいただけますでしょうか？
その際に、詳しくご説明いたしましょう","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","5"
"0","","重要な素材である《<ITEM 15952>》が
＜晴天＞時にのみ大量に採取できる――
という話にご興味はおありでしょうか","重要な素材である《<ITEM 15952>》が
＜晴天＞時にのみ大量に採取できる――
という話にご興味はおありでしょうか","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","6"
"0","","詳細なご説明をさせていただきたいので
＜晴天＞時に共に採取に行かれるお仲間を
この拠点に集めていただき
再度お声掛けいただけますでしょうか","詳細なご説明をさせていただきたいので
＜晴天＞時に共に採取に行かれるお仲間を
この拠点に集めていただき
再度お声掛けいただけますでしょうか","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","7"
"0","","おお、お集まりくださいましたか
ありがとうございます――
それでは、ご説明いたしましょう","おお、お集まりくださいましたか
ありがとうございます――
それでは、ご説明いたしましょう","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","8"
"0","","――ご存知のように、自然豊かなモロー樹林には
不思議な生態を持つ植物が多く生息しています
＜晴天＞の時のみ急速成長し、通常より多くの地点から
採取が可能になる《<ITEM 15952>》もその一つ","――ご存知のように、自然豊かなモロー樹林には
不思議な生態を持つ植物が多く生息しています
＜晴天＞の時のみ急速成長し、通常より多くの地点から
採取が可能になる《<ITEM 15952>》もその一つ","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","9"
"0","","＜晴天＞が終われば採取地点数は普段通りに
なってしまいますが――
天候を狙って、採取に向かってみてはいかがでしょう","＜晴天＞が終われば採取地点数は普段通りに
なってしまいますが――
天候を狙って、採取に向かってみてはいかがでしょう","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","10"
"0","","また、その際ですが――
十分な量を採取されましたら
＜５＞つほどお分けいただけないでしょうか？","また、その際ですが――
十分な量を採取されましたら
＜５＞つほどお分けいただけないでしょうか？","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","11"
"0","","虫除けの効果があり、汎用性も高いため
我が村にとって非常に価値ある素材なのです
どうぞ、よろしくお願いいたします","虫除けの効果があり、汎用性も高いため
我が村にとって非常に価値ある素材なのです
どうぞ、よろしくお願いいたします","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","12"
"0","","《<ITEM 15952>》がより多くの地点から
採取できるのは＜晴天＞の間のみでございます
それが終われば通常通りに戻ってしまうでしょう","《<ITEM 15952>》がより多くの地点から
採取できるのは＜晴天＞の間のみでございます
それが終われば通常通りに戻ってしまうでしょう","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","13"
"0","","十分な分量が採取できましたら
＜５＞つほどお分けいただけないでしょうか？
どうぞ、よろしくお願いいたします","十分な分量が採取できましたら
＜５＞つほどお分けいただけないでしょうか？
どうぞ、よろしくお願いいたします","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","14"
"0","","覚者様、お分けいただきありがとうございます
全て懐にしまい込むという手があるにも関わらず
正直に納品してくださった――","覚者様、お分けいただきありがとうございます
全て懐にしまい込むという手があるにも関わらず
正直に納品してくださった――","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","15"
"0","","貴方を従える白き竜も
きっとその身のようにさぞ清廉なのでしょうね","貴方を従える白き竜も
きっとその身のようにさぞ清廉なのでしょうね","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","16"
"0","","今回の採取で、お手元に残っているものがあれば
どうぞ冒険にお役立てくださいませ
――精霊竜のご加護がありますように","今回の採取で、お手元に残っているものがあれば
どうぞ冒険にお役立てくださいませ
――精霊竜のご加護がありますように","ui\00_message\quest\q21016006.gmd","\quest\q21016006.arc","q21016006.arc","17"
"0","","《夕暮れ》のため《モロー樹林》の《侵食森木材２》の採取量が増加しました","《夕暮れ》のため《モロー樹林》の《侵食森木材２》の採取量が増加しました","ui\00_message\examine_message\quest\quest_examine_q21016006.gmd","\quest\q21016006.arc","q21016006.arc","0"
"0","","《夕暮れ》が終了したため《モロー樹林》の《侵食森木材２》の採取量が通常に戻りました","《夕暮れ》が終了したため《モロー樹林》の《侵食森木材２》の採取量が通常に戻りました","ui\00_message\examine_message\quest\quest_examine_q21016006.gmd","\quest\q21016006.arc","q21016006.arc","1"
"0","q21016007_00_579","【竜力の扉】侵緑の暴虐者","【竜力の扉】侵緑の暴虐者","ui\00_message\quest_info\q21016007_00.gmd","\quest\q21016007.arc","q21016007.arc","0"
"1","q21016007_00_579","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","ui\00_message\quest_info\q21016007_00.gmd","\quest\q21016007.arc","q21016007.arc","1"
"2","q21016007_00_579","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","ui\00_message\quest_info\q21016007_00.gmd","\quest\q21016007.arc","q21016007.arc","2"
"3","q21016007_00_579","モルフォールの森に異変の兆候が見られる
大量の侵食魔らしき痕跡が発見された
各所、どのような状態になってるかの調査が
必要となりそうだ","モルフォールの森に異変の兆候が見られる
大量の侵食魔らしき痕跡が発見された
各所、どのような状態になってるかの調査が
必要となりそうだ","ui\00_message\quest_info\q21016007_00.gmd","\quest\q21016007.arc","q21016007.arc","3"
