"2","q21000083_00_363","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21000083_00.gmd","\quest\q21000083.arc","q21000083.arc","2"
"0","0","ならば、という訳ではありませんが
ひとつ――お願いを聞いていただけませんか？
うまくいけば、《<ITEM 15947>》という
覚者さまにも有益な素材が多く手に入るはずです","ならば、という訳ではありませんが
ひとつ――お願いを聞いていただけませんか？
うまくいけば、《<ITEM 15947>》という
覚者さまにも有益な素材が多く手に入るはずです","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","4"
"0","0","ご興味がおありのようですね――
では、エラン水林に深い夜が訪れる時間である
＜22時から2時＞の間に
この庵へお仲間を集め、再度お声掛けください","ご興味がおありのようですね――
では、エラン水林に深い夜が訪れる時間である
＜22時から2時＞の間に
この庵へお仲間を集め、再度お声掛けください","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","5"
"0","0","その際改めて
詳しくお話させていただきます","その際改めて
詳しくお話させていただきます","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","6"
"0","0","もし、ご興味があるようでしたら――
エラン水林に深い夜が訪れる時間である
＜22時から2時＞の間に
お仲間を集めてもう一度お声掛けください","もし、ご興味があるようでしたら――
エラン水林に深い夜が訪れる時間である
＜22時から2時＞の間に
お仲間を集めてもう一度お声掛けください","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","7"
"0","0","うまくいけば、《<ITEM 15947>》という
覚者さまにも有益な素材が多く手に入るはず
――どうか、よろしくお願いいたします","うまくいけば、《<ITEM 15947>》という
覚者さまにも有益な素材が多く手に入るはず
――どうか、よろしくお願いいたします","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","8"
"0","0","まぁ、時間通りに来て下さったのですね
ありがとうございます――
それでは、私もお話させていただきましょう","まぁ、時間通りに来て下さったのですね
ありがとうございます――
それでは、私もお話させていただきましょう","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","9"
"0","0","《<ITEM 15947>》は汎用的な用途があり、
夜分遅くに成長が早まる植物です
そのため＜22時から2時＞の頃に水林へ行けば
普段よりも多くの地点から採取が出来るはず","《<ITEM 15947>》は汎用的な用途があり、
夜分遅くに成長が早まる植物です
そのため＜22時から2時＞の頃に水林へ行けば
普段よりも多くの地点から採取が出来るはず","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","10"
"0","0","また――復興の妨げになることも多い植物でして
覚者さまにたくさん採取いただけると
我々も非常にありがたいのです","また――復興の妨げになることも多い植物でして
覚者さまにたくさん採取いただけると
我々も非常にありがたいのです","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","11"
"0","0","あぁ、もちろん悪戯に絶やすつもりはありません
資材として生かしたいので――多く取れた際は
＜5＞つほど、納品していただけますか？
残りは覚者さまがお持ちいただいて構いません","あぁ、もちろん悪戯に絶やすつもりはありません
資材として生かしたいので――多く取れた際は
＜5＞つほど、納品していただけますか？
残りは覚者さまがお持ちいただいて構いません","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","12"
"0","0","＜22時から2時＞を過ぎてしまうと
採取できる数は通常通りに戻ってしまいますので
ご注意くださいね
それでは――よろしくお願いいたします","＜22時から2時＞を過ぎてしまうと
採取できる数は通常通りに戻ってしまいますので
ご注意くださいね
それでは――よろしくお願いいたします","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","13"
"0","0","《<ITEM 15947>》の大量採取について
もう一度ご説明いたしましょうか？","《<ITEM 15947>》の大量採取について
もう一度ご説明いたしましょうか？","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","14"
"0","0","《<ITEM 15947>》は深夜の＜22時から2時＞頃
普段よりも多くの地点から採取できます
その時を過ぎると、元に戻ってしまいますので
お気を付け下さいませ","《<ITEM 15947>》は深夜の＜22時から2時＞頃
普段よりも多くの地点から採取できます
その時を過ぎると、元に戻ってしまいますので
お気を付け下さいませ","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","15"
"0","0","もしたくさん採取できましたら
＜5＞つほど分けていただくようお願いいたします","もしたくさん採取できましたら
＜5＞つほど分けていただくようお願いいたします","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","16"
"0","0","まぁ、すばらしい――
魔物も多かったのではありませんか？
これだけの採取は大変だったでしょう――
本当にありがとうございます","まぁ、すばらしい――
魔物も多かったのではありませんか？
これだけの採取は大変だったでしょう――
本当にありがとうございます","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","17"
"0","0","もし、また夜の深まる時間帯に
森へ採取へ行くことがあれば
是非とも私にお声掛けくださいね","もし、また夜の深まる時間帯に
森へ採取へ行くことがあれば
是非とも私にお声掛けくださいね","ui\00_message\quest\q21014005.gmd","\quest\q21014005.arc","q21014005.arc","18"
"0","0","《<AREA 14>》の《<SQDI NAME>》採取量が増加しました","《<AREA 14>》の《<SQDI NAME>》採取量が増加しました","ui\00_message\examine_message\quest\quest_examine_q21014005.gmd","\quest\q21014005.arc","q21014005.arc","0"
"0","0","＜雨天＞が終了したため、《<AREA 14>》の《<SQDI NAME>》採取量が通常に戻りました","＜雨天＞が終了したため、《<AREA 14>》の《<SQDI NAME>》採取量が通常に戻りました","ui\00_message\examine_message\quest\quest_examine_q21014005.gmd","\quest\q21014005.arc","q21014005.arc","1"
"0","0","【時限採取】雨天の採水道","Time Restriction: Rainy Collection","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","0"
"1","1","【時限採取クエスト：雨天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【時限採取クエスト：雨天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","1"
"2","2","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","2"
"3","3","最近、植物学者の間で噂のアレ
どうやら突然変異だって話だけど
実際のところはどうなんだろうね？
私は沢山とれるならなんだっていいんだけどね","最近、植物学者の間で噂のアレ
どうやら突然変異だって話だけど
実際のところはどうなんだろうね？
私は沢山とれるならなんだっていいんだけどね","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","3"
"4","4","＜雨天＞時にパーティメンバーを拠点内に集める","Gather party members in the camp during ""Rainy"" weather","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","4"
"5","5","＜雨天＞時に依頼者から詳細を聞く","Inquire details from the requester during ""Rainy"" weather","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","5"
"6","6","＜雨天＞時に<AREA 14>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","Obtain <SQDI NAME> x<SQDI NUM> at <AREA 14> during ""Rainy"" weather","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","6"
"7","7","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","Deliver <SQDI NAME> x<SQDI NUM> to the Area Master","ui\00_message\quest_info\q21014006_00.gmd","\quest\q21014006.arc","q21014006.arc","7"
"0","0","<AREA 14>フィールドの《<ITEM 15949>》を採取できる採取ポイントの数が増えました
＜雨天＞の間にたくさん採取し、納品しましょう","<AREA 14>フィールドの《<ITEM 15949>》を採取できる採取ポイントの数が増えました
＜雨天＞の間にたくさん採取し、納品しましょう","ui\00_message\quest\q21014006.gmd","\quest\q21014006.arc","q21014006.arc","0"
"0","0","＜雨天＞が終了したため、<AREA 14>フィールドの
《<ITEM 15949>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","＜雨天＞が終了したため、<AREA 14>フィールドの
《<ITEM 15949>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","ui\00_message\quest\q21014006.gmd","\quest\q21014006.arc","q21014006.arc","1"
"0","0","廃村の件ではお世話になりました――
他にも、ディリスが色々とお願いごとを
しているようで――
どうか、ご無理はなさらないでくださいね","廃村の件ではお世話になりました――
他にも、ディリスが色々とお願いごとを
しているようで――
どうか、ご無理はなさらないでくださいね","ui\00_message\quest\q21014006.gmd","\quest\q21014006.arc","q21014006.arc","2"
"0","0","そうそう、あなたにご有用かと思われる話を
お耳に入れたくて――
《<ITEM 15949>》についてです","そうそう、あなたにご有用かと思われる話を
お耳に入れたくて――
《<ITEM 15949>》についてです","ui\00_message\quest\q21014006.gmd","\quest\q21014006.arc","q21014006.arc","3"
