Identifier,Source string,Translation,Context,Labels,Max. length
EVENT_NAME_st3200ev000,EX3.4バフォメット開始デモ,EX3.4 Baphomet starting demo,"EVENT_NAME_st3200ev000
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3200ev005,EX3.4バフォメット討伐デモ,EX3.4 Baphomet Defeat Demo,"EVENT_NAME_st3200ev005
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3300ev010,EX3.4黒騎士開始デモ,EX3.4 black knight starting demo,"EVENT_NAME_st3300ev010
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3300ev015,EX3.4黒騎士討伐デモ,EX3.4 Black Knight Defeat Demo,"EVENT_NAME_st3300ev015
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3400ev010,EX3.4黒竜４人開始デモ,EX3.4 Demo of 4 black dragons starting,"EVENT_NAME_st3400ev010
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3400ev015,EX3.4限界域黒竜８人開始デモ,EX3.4 Marginal Area Black Dragon 8-person starting demo,"EVENT_NAME_st3400ev015
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3400ev020,EX3.4黒竜４人、８人共通討伐デモ,EX3.4 Black Dragon 4- and 8-man common defeat demo,"EVENT_NAME_st3400ev020
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st0201ev250,EX3.4限界域黒竜８人導入デモ,EX3.4 marginal area black dragon 8-person introduction demo,"EVENT_NAME_st0201ev250
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st1103ev010,WM3.3開始デモ４人,WM3.3 start demo 4 people,"EVENT_NAME_st1103ev010
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st0201ev100,１ｓｔシーズンスタッフロール,1st Season Staff Roll,"EVENT_NAME_st0201ev100
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st0201ev172,２ｎｄシーズンスタッフロール,2nd Season Staff Roll,"EVENT_NAME_st0201ev172
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st0201ev235,３ｒｄシーズンスタッフロール,3rd Season Staff Roll,"EVENT_NAME_st0201ev235
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st0101ev071,オープニング絵巻　語り：男性,Opening Picture Scroll Narrated by：male,"EVENT_NAME_st0101ev071
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3600ev000,EX3.5-SP1,EX3.5-SP1,"EVENT_NAME_st3600ev000
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3602ev000,EX3.5-SP2,EX3.5-SP2,"EVENT_NAME_st3602ev000
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st3601ev000,EX3.5-SP3,EX3.5-SP3,"EVENT_NAME_st3601ev000
ui\00_message\event\event_name.gmd",,
EVENT_NAME_st0408ev090,禊の神殿,Misogi Temple,"EVENT_NAME_st0408ev090
ui\00_message\event\event_name.gmd",,
EVENT_CATEGORY_NAME_1,プロローグ,Programming in Logic,"EVENT_CATEGORY_NAME_1
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_2,バージョン1.0,Version 1.0,"EVENT_CATEGORY_NAME_2
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_3,バージョン1.1,Version 1.1,"EVENT_CATEGORY_NAME_3
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_4,バージョン1.2,Version 1.2,"EVENT_CATEGORY_NAME_4
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_6,バージョン2.0,Version 2.0,"EVENT_CATEGORY_NAME_6
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_7,バージョン2.1,Version 2.1,"EVENT_CATEGORY_NAME_7
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_8,バージョン2.2,Version 2.2,"EVENT_CATEGORY_NAME_8
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_9,バージョン2.3,Version 2.3,"EVENT_CATEGORY_NAME_9
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_10,バージョン3.0,Version 3.0,"EVENT_CATEGORY_NAME_10
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_11,バージョン3.1,Version 3.1,"EVENT_CATEGORY_NAME_11
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_12,バージョン3.2,Version 3.2,"EVENT_CATEGORY_NAME_12
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_13,バージョン3.3,Version 3.3,"EVENT_CATEGORY_NAME_13
ui\00_message\event\event_category_name.gmd",,
EVENT_CATEGORY_NAME_14,バージョン3.4,Version 3.4,"EVENT_CATEGORY_NAME_14
ui\00_message\event\event_category_name.gmd",,
,ご機嫌麗しゅう。誉れ高き覚者殿,Good day to you. The Honorable Master of the Learned.,"
ui\00_message\pw\pwtlk05.gmd",,
,この冒険の鍵を握るのは、貴方かも知れません,You may be the key to this adventure!,"
ui\00_message\pw\pwtlk05.gmd",,
,ご一緒できるとは無上の喜び――,It is a great pleasure to be with you.,"
ui\00_message\pw\pwtlk05.gmd",,
,あぁ、素晴らしい冒険の予感がいたします,"Oh, I have a feeling we are in for a great adventure!","
ui\00_message\pw\pwtlk05.gmd",,
,ご活躍に花を添えてご覧にいれましょう,Let us see you with flowers for your success!,"
ui\00_message\pw\pwtlk05.gmd",,
,この出会いに乾杯！,Cheers to this encounter!,"
ui\00_message\pw\pwtlk05.gmd",,
,おや？　どなたかおいでのようですね,Oh?　Looks like someone's here.,"
ui\00_message\pw\pwtlk05.gmd",,
,ふ、当然の結果でしょう,"Well, I guess that's to be expected.","
ui\00_message\pw\pwtlk05.gmd",,
,この達成感、素晴らしい！,This accomplishment is wonderful!,"
ui\00_message\pw\pwtlk05.gmd",,
,語り継ぐにふさわしいご活躍です,Your work is worthy of being passed down to the next generation.,"
ui\00_message\pw\pwtlk05.gmd",,
,残念。またの機会に――,Too bad. Another time--,"
ui\00_message\pw\pwtlk05.gmd",,
,ふ。また強くなってしまったのか,Huh. You're getting strong again.,"
ui\00_message\pw\pwtlk05.gmd",,
,私に限界を教えてほしい！,I need you to tell me what my limits are!,"
ui\00_message\pw\pwtlk05.gmd",,
,あぁ！　磨いた力を披露したい！,Ahh!　I want to show off my honed skills!,"
ui\00_message\pw\pwtlk05.gmd",,
,ふふ。どんな英雄譚も小さな一歩から,Heh. Every heroic tale starts with a small step.,"
ui\00_message\pw\pwtlk05.gmd",,
,もちろん、どこまでもお伴しますよ,"Of course, I will accompany you wherever you go.","
ui\00_message\pw\pwtlk05.gmd",,
,敵のお出ましですか,Is the enemy here?,"
ui\00_message\pw\pwtlk05.gmd",,
,おっと、何かいますね,"Oops, there's something here.","
ui\00_message\pw\pwtlk05.gmd",,
,あれは敵の影――ふふ！,That's the shadow of the enemy - heh!,"
ui\00_message\pw\pwtlk05.gmd",,
,嫌いではない。強敵と相対する高揚感――！,I don't dislike it. The elation of facing a strong enemy - that's what it's all about!,"
ui\00_message\pw\pwtlk05.gmd",,
,逃げるか、立ち向かうか。実に悩ましい――,To run or to stand? It's a real toss-up.,"
ui\00_message\pw\pwtlk05.gmd",,
,あなたに感謝を！,Thank you!,"
ui\00_message\pw\pwtlk05.gmd",,
,なっ！？　しまった！,"Huh?! Oh, shit!","
ui\00_message\pw\pwtlk05.gmd",,
,助けを――求めるなど――,Asking for... help...,"
ui\00_message\pw\pwtlk05.gmd",,
,ここまでか――不本意だ――！,So much for - unwillingness to -!,"
ui\00_message\pw\pwtlk05.gmd",,
,私と――したことが――！,What I-- what I did--,"
ui\00_message\pw\pwtlk05.gmd",,
,血を見たくはないのですが,I don't want to see blood.,"
ui\00_message\pw\pwtlk05.gmd",,
,軽くあしらってやりましょう,Let's make light of it.,"
ui\00_message\pw\pwtlk05.gmd",,
,なかなか絵になる戦いでした,It was quite a picturesque battle.,"
ui\00_message\pw\pwtlk05.gmd",,
,ふふ！　お役に立てたなら何より,Heh!　I'm glad I could help.,"
ui\00_message\pw\pwtlk05.gmd",,
,勝利の美酒を、竜と貴方に,"A beautiful celebration of victory, to you and the dragon.","
ui\00_message\pw\pwtlk05.gmd",,
,さぁ、こちらへ。今ですよ！,"Come on, this way. Now!","
ui\00_message\pw\pwtlk05.gmd",,
,少々傷を負ってしまいましたね,I'm afraid I'm a little wounded.,"
ui\00_message\pw\pwtlk05.gmd",,
,厳しいわけではありません。まだ――,It's not that it's tough. It's still--,"
ui\00_message\pw\pwtlk05.gmd",,
,くっ――私の体に傷が――！,Damn - the wounds on my body...!,"
ui\00_message\pw\pwtlk05.gmd",,
,人目を気にしている場合ではないか――,You don't have time to worry about being seen--,"
ui\00_message\pw\pwtlk05.gmd",,
,この状況、どうにかしなければ！,We have to do something about this situation!,"
ui\00_message\pw\pwtlk05.gmd",,
,そんな！　ど、どうして――！！,"Oh, no!　How did you--!","
ui\00_message\pw\pwtlk05.gmd",,
,さぁ！　受けてみるがいい,Come on!　Take it.,"
ui\00_message\pw\pwtlk05.gmd",,
,これで元通りですよ！,Now it's back to normal!,"
ui\00_message\pw\pwtlk05.gmd",,
,ふ！　ここは私の出番ですね！,Ah! It's my turn here!,"
ui\00_message\pw\pwtlk05.gmd",,
,戦いやすくいたしましょう！,Let's make it easier to fight!,"
ui\00_message\pw\pwtlk05.gmd",,
,届きませんね！,I can't reach it!,"
ui\00_message\pw\pwtlk05.gmd",,
,ふふっ！,Phew!,"
ui\00_message\pw\pwtlk05.gmd",,
,これはどうです！,How about this!,"
ui\00_message\pw\pwtlk05.gmd",,
,踊りなさい！,Dance!,"
ui\00_message\pw\pwtlk05.gmd",,
,高く飛ばして差し上げましょう！,Let's let them fly high!,"
ui\00_message\pw\pwtlk05.gmd",,
,従いますよ,I will comply,"
ui\00_message\pw\pwtlk05.gmd",,
,ええ、解っていますとも,"Yes, I understand.","
ui\00_message\pw\pwtlk05.gmd",,
,おっと、それはできませんね,"Oops, I can't do that.","
ui\00_message\pw\pwtlk05.gmd",,
,次なる冒険譚のご準備ですか？,Preparing for your next adventure?,"
ui\00_message\pw\pwtlk05.gmd",,
,おや、覚者殿、出発でしょうか？,"Oh, Arisen, are we departing?","
ui\00_message\pw\pwtlk05.gmd",,
,覚者殿、ご用があれば何なりと,"Arisen, please let me know if you need anything.","
ui\00_message\pw\pwtlk05.gmd",,
,覚者殿にも、そして私にも、休息は必要です,"The Master needs his rest, and so do I!","
ui\00_message\pw\pwtlk05.gmd",,
,疲れも溜まっているでしょう、ゆっくりとお休みなさいませ,"I'm sure you must be tired, so please take a good rest.","
ui\00_message\pw\pwtlk05.gmd",,
,良き夢を、覚者殿,"Sweet dreams, Master.","
ui\00_message\pw\pwtlk05.gmd",,
,こうして住環境にこだわってみるのも良いですね,It's also good to be particular about the living environment like this.,"
ui\00_message\pw\pwtlk05.gmd",,
,ううーん、模様替え、素晴らしいセンスですね,"Hmm, rearranging the room, great taste.","
ui\00_message\pw\pwtlk05.gmd",,
,覚者殿、エリア探索より舞い戻りました,"Arisen, I have returned from exploring the area","
ui\00_message\pw\pwtlk05.gmd",,
,今回のエリア探索――我が才能が恐ろしい！,This time exploring the area - my talent is frightening!,"
ui\00_message\pw\pwtlk05.gmd",,
,ほう――実に興味深い――,Well--very interesting indeed--and I'm sure you'll be able to find out more about it.,"
ui\00_message\pw\pwtlk05.gmd",,
,覚者殿、お庭に小さなお客様がいらしてます,"Arisen, there are small guests in the garden.","
ui\00_message\pw\pwtlk05.gmd",,
,料理まで完璧とは――我が才能が恐ろしい！,"Impressive―my talent is terrifying, even in cooking!","
ui\00_message\pw\pwtlk05.gmd",,
,これはもしや、わざわざ私のために――？,"If this is the case, did you go out of your way to make this happen for me--?","
ui\00_message\pw\pwtlk05.gmd",,
,"ご期待に添う――
いえ、それ以上の成果をお約束しましょう","We will meet your expectations--
No, we promise to exceed them!","
ui\00_message\pw\pwtlk05.gmd",,
,このスキルで、より鮮やかな戦いを,"With this skill, you can fight more vividly.","
ui\00_message\pw\pwtlk05.gmd",,
,なるほど、このスキルで大活躍すれば良いのですね,"I see, I should be very active with this skill.","
ui\00_message\pw\pwtlk05.gmd",,
,休息も戦う者の務め、いまは英気を養いましょう,Rest is also a duty of a fighter.,"
ui\00_message\pw\pwtlk05.gmd",,
,私の出番でしょうか？ 本日はどちらの舞台に？,Is it my turn? Which stage today?,"
ui\00_message\pw\pwtlk05.gmd",,
,はい、どうしました？,"Yes, how can I help you?","
ui\00_message\pw\pwtlk05.gmd",,
,えっ、私の美しさについてですか？,"What, are you asking about my beauty?","
ui\00_message\pw\pwtlk05.gmd",,
,私の才能の全ては、いつも貴方様のために――,All of my talents have always been for you.,"
ui\00_message\pw\pwtlk05.gmd",,
,この前クラフトのアシスタントで我が才を披露してきました,I recently demonstrated my talent as an assistant in Crafting,"
ui\00_message\pw\pwtlk05.gmd",,
,この間、別の覚者様との冒険で我ながら中々の働きをしましたよ,I did a good job the other day on an adventure with another enlightened person.,"
ui\00_message\pw\pwtlk05.gmd",,
,先日、別の覚者様がこの装備を褒めていらっしゃいました、ふふふ,"The other day, another Arisen praised this equipment, hehehe","
ui\00_message\pw\pwtlk05.gmd",,
,覚者殿、今日は私から戦技のご提案を致しましょう,"Arisen, today I will make a combat technique proposal","
ui\00_message\pw\pwtlk05.gmd",,
,"覚者殿、貴方様にお仕えしてきたおかげで
私の意思疎通力が上がりました！","Dear Arisen, my communication skills have improved
thanks to my service to you!","
ui\00_message\pw\pwtlk05.gmd",,
,覚者殿、今日は私から髪型のご提案があります！,"Dear Mr. Sensei, I have a hair style suggestion for you today!","
ui\00_message\pw\pwtlk05.gmd",,
,"新しい家財を入手されたのですね！
これぞ覚者殿の誉にふさわしい！","You have acquired a new family property!
This is worthy of the honor of the Master of the Arisen!","
ui\00_message\pw\pwtlk05.gmd",,
,貴方様のお戻りで、やっと人心地着くというもの,Your return will finally make me feel at home.,"
ui\00_message\pw\pwtlk05.gmd",,
,無事のご帰還、何よりです,Glad to see you back safe and sound!,"
ui\00_message\pw\pwtlk05.gmd",,
,お戻りになるのを、今か今かとお待ちしていたのです！,I've been eagerly waiting for your return!,"
ui\00_message\pw\pwtlk05.gmd",,
,お疲れ様でした、少し休まれては？,Thank you for your hard work. Would you like to take a short break?,"
ui\00_message\pw\pwtlk05.gmd",,
,ここへ帰ってくる瞬間も楽しみの一つです,The moment you come back here is another thing to look forward to.,"
ui\00_message\pw\pwtlk05.gmd",,
,ふぅ、小休憩といたしましょう,"Well, let's take a short break.","
ui\00_message\pw\pwtlk05.gmd",,
,ここは正にオアシス、といったところですね,This place is a veritable oasis.,"
ui\00_message\pw\pwtlk05.gmd",,
,"クエストボードの確認はしましたか？
貴方様の名を上げるチャンスです","Have you checked the Quest Board?
This is your chance to make a name for yourself.","
ui\00_message\pw\pwtlk05.gmd",,
,おっと、そちらに伺いましょう,"Oops, let me come over to you.","
ui\00_message\pw\pwtlk05.gmd",,
,慌てずにお待ちを,"Don't panic, please wait.","
ui\00_message\pw\pwtlk05.gmd",,
,さ、大丈夫ですよ,"Well, it's alright.","
ui\00_message\pw\pwtlk05.gmd",,
,お気をつけて覚者殿,"Take care, Mr. Sensei.","
ui\00_message\pw\pwtlk05.gmd",,
,怒っていますね、見苦しいことです,You are angry. It is unseemly.,"
ui\00_message\pw\pwtlk05.gmd",,
,ずいぶんと興奮していますね、ご注意を覚者殿,"You are very excited, my dear sir.","
ui\00_message\pw\pwtlk05.gmd",,
,おや、先ほどの威勢はどこへやら,"Oh, where's that swagger you had earlier?","
ui\00_message\pw\pwtlk05.gmd",,
,もうダウンですか？ さあ攻撃に移りましょう！,Are you down already? Now let's move on to the attack!,"
ui\00_message\pw\pwtlk05.gmd",,
,しょうがない、揺さぶって差し上げましょう！,"It can't be helped, let's shake them up!","
ui\00_message\pw\pwtlk05.gmd",,
,弱点、見抜けないとでも？,"Weaknesses, you think I can't see them?","
ui\00_message\pw\pwtlk05.gmd",,
,弱点を叩かれても我慢できるかな？,Can you stand to be hit on your weak points?,"
ui\00_message\pw\pwtlk05.gmd",,
,私が支援しましょう、この技で！,"Let me assist you, with this technique!","
ui\00_message\pw\pwtlk05.gmd",,
,敵の状態を変えてやりましょう、この技で！,"Let's change the enemy's state, with this technique!","
ui\00_message\pw\pwtlk05.gmd",,
,お待たせしました、属性を付与します！,Thank you for your patience. Attribution will be given!,"
ui\00_message\pw\pwtlk05.gmd",,
,力を乗せたこの攻撃、我慢できるといいですが,I hope you can hold out for this attack with power on board.,"
ui\00_message\pw\pwtlk05.gmd",,
,ふははは、この技を受け、せめて美しく散るといい,"Hahaha, take this technique and at least scatter beautifully!","
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《特技》限界を超えし力、お見せしましょう！</COL>,<COL B6FF01>I will show you the power that surpasses the limit!</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《特技》全力を出してあげましょう――いきますよ！</COL>,<COL B6FF01>《特技》 Let's give it our all -- here we go!</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《特技》さあ――これで終わりにしましょうか</COL>,<COL B6FF01>《特技》 Well -- let's wrap this up:</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《剛化》この攻撃、その身に焼き付けるといい！</COL>,"<COL B6FF01>This attack, you may burn it into your body!</COL>","
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《剛化》己の無力さを知るといい！</COL>,<COL B6FF01>You should know how helpless you are!</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《重化》あなたは地面を舐めていなさい！</COL>,<COL B6FF01>《Doubling》You should lick the ground!</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《重化》いつまで立っていられますかね？</COL>,<COL B6FF01>《Deepening》 How long can you stand still?</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《癒活》私たちの戦いに癒しの加護を！</COL>,<COL B6FF01>Healing blessings in our fight!</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《癒活》苦しさを越える喜び――私にお任せを！</COL>,<COL B6FF01>《Healing Activities》 The joy of transcending suffering - leave it to me!</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《柔化》今から、あなたの能力を――下げます！</COL>,"<COL B6FF01>《柔化》From now on, I'm going to lower your ability to--!</COL>","
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《柔化》そこの敵から、弱らせてみましょうか</COL>,<COL B6FF01>Let's start by weakening the enemy there.</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《集中》大いなる力よ、我らに勝利を</COL>,"<COL B6FF01>Focus: ""Great Power, grant us victory.</COL>","
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《集中》詠唱に集中するので、邪魔なさらぬように</COL>,"<COL B6FF01>I'm going to concentrate on my chanting, so please don't get in my way.</COL>","
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《無恐》つまらない攻め方では、まるで効きませんよ</COL>,<COL B6FF01>《無恐》Boring attacks don't work like that.</COL>,"
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《無恐》さぁ、傷をつけてみることですね――可能ならですが</COL>,"<COL B6FF01>《無恐》So, you have to try to scratch it - if you can.</COL>","
ui\00_message\pw\pwtlk05.gmd",,
,<COL B6FF01>《集視》勇猛なる私の背を、しかとその目に！</COL>,"<COL B6FF01>I will make sure that you see my back, my back that is so valiant!</COL>","
ui\00_message\pw\pwtlk05.gmd",,
