"19","CUSTOM_SKILL_COMMAND_03_198","セットボタンで構え後、<KC SHOOT>で発射","While holding the assigned button, <KC SHOOT> to shoot.","ui\00_message\skill\custom_skill_command_03.gmd","\skill\custom_skill_data_03.arc","custom_skill_data_03.arc","19"
"0","CUSTOM_SKILL_INFO_11_237","聖属性の魔力を付与した剣で、周囲を薙ぎ払う
魔印が最大に成長している時、性能上昇
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.6で空中でも発動可能</COL>","Imbue your sword with Holy attribute and
attack surrounding enemies.
Damage increases when the Magick Glyph grows.
<COL ffdc78>LV UP Increases damage of skill.
LV.6 Can be activated in the air.</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","0"
"1","CUSTOM_SKILL_INFO_11_241","幻影を作り出し、前方へ瞬間移動する魔法
移動中に接触した敵に対して、魔力の斬撃を浴びせる
空中での連続発動は2回まで可能
<COL ffdc78>LV UP毎に再発動禁止時間が短縮
LV.6で攻撃アクション中であればいつでも発動可能</COL>","Create a phantom and teleport forward.
If user comes into contact with enemy
while teleporting, deal magick damage.
Can use twice while mid air.
<COL ffdc78>LV UP Reduce cooldown between activation.
LV.6 Can be used at any time during attack.</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","1"
"2","CUSTOM_SKILL_INFO_11_244","その場で剣を構え、振り下ろすと同時に
前方に複数の魔力の刃を放つ
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.6で攻撃ヒット回数が増加</COL>","Ready your sword and slice downwards, releases several
magick blades towards enemies infont of you.
<COL ffdc78>LV UP Increases damage of skill.
LV.6 Increases number of hit.</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","2"
"3","CUSTOM_SKILL_INFO_11_240","闇属性の魔力を付与した剣で
逆手に敵を突き、直後に引き抜く
魔印が最大に成長している時、性能上昇
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.6でしがみつき中でも発動可能</COL>","Thrusts the blade imbued with dark magick into
the target's body before pulling it out.
Damage is increased when the Magick Glyph grows.
<COL ffdc78>LV UP Increases damage of skill.
LV.6 Can be used when climbing.</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","3"
"4","CUSTOM_SKILL_INFO_11_238","自身の前方に魔力の盾を一定時間展開する
純魔法発動時は展開時間が減少しない
<COL ffdc78>LV UP毎に展開時間延長
LV.6で敵の攻撃に合わせて発動した際、展開時間延長</COL>","Create a magickal barrier in front of you for a certain amount of
time. Barrier duration does not decrease when using pure magick.
<COL ffdc78>LV UP: Increases duration of the barrier.
LV.6 When invoked just before an enemy's attack connects,
duration is further increased.</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","4"
"5","CUSTOM_SKILL_INFO_11_242","魔力の刃を敵に撃ち込み
闇・斬属性による継続ダメージを与える
ボタンの追加入力で攻撃ヒット数が増加
<COL ffdc78>LV UP毎に攻撃威力の上昇
Lv.6で追加入力時の攻撃ヒット数増加</COL>","Bombard an enemy with Magick Blade, dealing continuous
Dark and Slash damage to enemy.
Number of hits increases with consecutive button presses.
<COL ffdc78>LV UP Increases damage of skill.
LV.6 Increases number of hits with consecutive button presses.</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","5"
"6","CUSTOM_SKILL_INFO_11_239","魔力を収束させ、聖・打属性の魔力の渦を発生させる
<COL ffdc78>LV UP毎に攻撃威力の上昇
Lv.6で攻撃ヒット回数が増加</COL>","Create a vortex that deals Holy and Impact damage.
<COL ffdc78>LV UP Increases damage of skill
LV.6 Increases number of hits.</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","6"
"7","CUSTOM_SKILL_INFO_11_243","刃に魔力を帯び、ノーマルスキルの剣技に残像を追加する
ボタン再入力で、残像の攻撃回数に応じて強化された
魔力吸収特化の一撃を放つ。発動中は魔力を消費し続ける
<COL ffdc78>LV UP毎に発動中の魔力消費量が減少
LV.6で再入力時の攻撃回数による強化段階が増加（１→２）","Imbue magickal power on your sword, adding afterimage to the
core sword skills. Press the assigned button again to release
an attack that absorbs an amount of magick based on the number
of afterimage attacks. Slowly drain magick during activation.
<COL ffdc78>LV UP Reduces magick drain during activation.
LV.6 Increases maximum number of charges from attacks (1→2).</COL>","ui\00_message\skill\custom_skill_info_11.gmd","\skill\custom_skill_data_11.arc","custom_skill_data_11.arc","7"
"0","NORMAL_SKILL_INFO_01_4","剣による連続攻撃を繰り出す","Perform a continuous attack with your sword.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","0"
"1","NORMAL_SKILL_INFO_01_5","剣による連続一点集中攻撃を繰り出す","Pausing after your first swing allows you to follow
up with a powerful concentrated attack.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","1"
"2","NORMAL_SKILL_INFO_01_13","剣による一撃で敵のガード状態を崩し気絶を誘う
ボタンの長押しで威力が増し
敵を転倒させることができる
<COL ffdc78>LV UPで攻撃威力が上昇し
長押しなしで敵を転倒させる＜強斬り崩し＞に進化</COL>","Perform a strong overhead swing, holding down longer
for increased power that's capable of breaking an enemies 
guard. It is also possible to topple the enemy.
<COL ffdc78>LV UP Increase attack power
Evolve into ""Strong Guard Break"" allowing you to guard
break without max power.</COL>","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","2"
"3","NORMAL_SKILL_INFO_01_14","剣による渾身の一撃で敵のガード状態を崩し
転倒させる。さらに気絶させやすくなる
ボタンの長押しで威力が増す","Perform a stronger overhead swing capable of breaking
an enemies guard, holding down longer for increased power. 
A longer hold has a better chance to topple.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","3"
"4","NORMAL_SKILL_INFO_01_18","空中で剣を振り払う","Swing your sword while in the air.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","4"
"5","NORMAL_SKILL_INFO_01_19","空中で剣を縦に振り下ろす
高所から行うことで威力が上昇する","Slash downwards while airborne, falling down onto the
enemy. Increased power at an increased height.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","5"
"6","NORMAL_SKILL_INFO_01_15","盾を構え敵の攻撃を防ぐ
空中でも発動可能","Hold your shield strong to block enemy attacks.
Can also be activated while in the air.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","6"
"7","NORMAL_SKILL_INFO_01_16","盾を素早く構え敵の攻撃をはじき返す
空中でも発動可能","Timing your block just as the enemy attacks you,
will deflect their attack.
Can also be activated while in the air.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","7"
"8","NORMAL_SKILL_INFO_01_17","腰を落とした姿勢で構え、
近接してきた仲間を上方に放りあげる","Hold yourself in a crouched position, and toss
nearby allies into the air.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","8"
"9","NORMAL_SKILL_INFO_01_22","敵に吹き飛ばされた際に転倒を回避する","Avoid falls when knocked away by enemies.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","9"
"10","NORMAL_SKILL_INFO_01_23","しがみついた状態から、剣を突き刺し連続してえぐる
ボタンの連打で攻撃回数が増加する","While clinging onto an enemy, thrust your sword into
them. Continuous presses increase attack count.","ui\00_message\skill\normal_skill_info_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","10"
"0","NORMAL_SKILL_COMMAND_01_4","<KC ATTACK1>を連続して押す","Repeatedly press <KC ATTACK1>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","0"
"1","NORMAL_SKILL_COMMAND_01_5","<KC ATTACK1>後、少し遅らせて<KC ATTACK1>を連続して押す","After <KC ATTACK1>, delay a moment then
repeatedly press <KC ATTACK1>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","1"
"2","NORMAL_SKILL_COMMAND_01_13","<KC ATTACK2>長押し後、離すと発動","Hold <KC ATTACK2> for a moment then release.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","2"
"3","NORMAL_SKILL_COMMAND_01_14","<KC ATTACK2>長押し後、離すと発動","Hold <KC ATTACK2> for a moment then release.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","3"
"4","NORMAL_SKILL_COMMAND_01_18","空中で<KC ATTACK1>を押す","While in the air, press <KC ATTACK1>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","4"
"5","NORMAL_SKILL_COMMAND_01_19","空中で<KC ATTACK2>を押す","While in the air, press <KC ATTACK2>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","5"
"6","NORMAL_SKILL_COMMAND_01_15","<KC WEAPON_SUB>を押す","Press <KC WEAPON_SUB>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","6"
"7","NORMAL_SKILL_COMMAND_01_16","敵の攻撃を引きつけて<KC WEAPON_SUB>を押す","Just as an enemy attacks,
press <KC WEAPON_SUB>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","7"
"8","NORMAL_SKILL_COMMAND_01_17","<KC CATAPULT>を押す","Press <KC CATAPULT>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","8"
"9","NORMAL_SKILL_COMMAND_01_22","吹き飛ばされ中に<KC JUMP>を押す","While being knocked away, press <KC JUMP>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","9"
"10","NORMAL_SKILL_COMMAND_01_23","しがみつき中に<KC ATTACK1>を押す","While climbing an enemy,
press <KC ATTACK1>.","ui\00_message\skill\normal_skill_command_01.gmd","\skill\normal_skill_data_01.arc","normal_skill_data_01.arc","10"
"0","NORMAL_SKILL_INFO_02_24","ダガーによる連撃を繰り出す","Perform consecutive dagger attacks.","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","0"
"1","NORMAL_SKILL_INFO_02_25","攻撃範囲の広い回し蹴りを連続して繰り出す","Perform a wide range of consecutive kicks.","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","1"
"2","NORMAL_SKILL_INFO_02_26","ダガーによる素早い連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する
<COL ffdc78>LV UPでより攻撃回数が増加する
＜阿修羅斬り＞に進化</COL>","Perform a series of quick dagger slashes.
The number of attacks rises with consecutive button presses.
<COL ffdc78>LV UP: Further increases the number of attacks.
Evolves into (Hundred Kisses).</COL>","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","2"
"3","NORMAL_SKILL_INFO_02_27","ダガーによるさらに高速の連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する","Perform a faster series of quick dagger slashes.
The number of attacks rises with consecutive button presses.","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","3"
"4","NORMAL_SKILL_INFO_02_32","空中でダガーによる連撃を繰り出す","Perform consecutive dagger slashes while in the air.","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","4"
"5","NORMAL_SKILL_INFO_02_33","空中でダガーによる回転攻撃を繰り出す
高所から行うことで威力が上昇し気絶させやすくなる","Perform a continuous somersault in the air with daggers
extended. When performed from a high place, the damage increases and it is
easier to stagger enemies.","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","5"
"6","NORMAL_SKILL_INFO_02_28","シーカーロープを構えて狙いをつける
空中でも発動可能","Hold the Seeker Rope and take aim.
Can be activated even while in the air.","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","6"
"7","NORMAL_SKILL_INFO_02_29","構えたシーカーロープを狙った対象に放つ
空中でも発動可能","Throw the seeker rope towards the target aimed at.
Can be activated even while in the air.","ui\00_message\skill\normal_skill_info_02.gmd","\skill\normal_skill_data_02.arc","normal_skill_data_02.arc","7"
