"5","q60300500_00_3211","第二試練の場所へ向かう","Head to the location of the second test","ui\00_message\quest_info\q60300500_00.gmd","\quest\q60300500.arc","q60300500.arc","5"
"0","","まあ――正直、よく分からないけど
誰かに贈り物をしたりされたりするのって久しくないな
実は“チョコレートケーキ”とやらにも興味があるよ
よかったら、隊長――私にくれると嬉しい","まあ――正直、よく分からないけど
誰かに贈り物をしたりされたりするのって久しくないな
実は“チョコレートケーキ”とやらにも興味があるよ
よかったら、隊長――私にくれると嬉しい","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","19"
"0","","誰が一番多くもらったか、までがイベントなの？
そんなの競ってどうするっていうのさ
一つ一つに想いがこもってるんだから
量は関係無くない？","誰が一番多くもらったか、までがイベントなの？
そんなの競ってどうするっていうのさ
一つ一つに想いがこもってるんだから
量は関係無くない？","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","20"
"0","","なになに？　ここに座ってるだけでいいいの？
そこのお姉さんについてきちゃったけど
酒場ってことは何か美味しい物が
食べられるんだよね？","なになに？　ここに座ってるだけでいいいの？
そこのお姉さんについてきちゃったけど
酒場ってことは何か美味しい物が
食べられるんだよね？","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","21"
"0","","わぁっ！　チョコレートケーキ！
すっごくおいしそう！　あなたが作ってくれたの？
え、違うの？　まあ良いんだけど","わぁっ！　チョコレートケーキ！
すっごくおいしそう！　あなたが作ってくれたの？
え、違うの？　まあ良いんだけど","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","22"
"0","","力を付けるためにはお肉料理が一番だけど
やっぱり甘い甘ーいスイーツも素敵よね！
これは心のための栄養ってやつだよ
あーお腹すいてきた、ぜひ食べたいな！","力を付けるためにはお肉料理が一番だけど
やっぱり甘い甘ーいスイーツも素敵よね！
これは心のための栄養ってやつだよ
あーお腹すいてきた、ぜひ食べたいな！","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","23"
"0","","普段は料理をふるまう立場だから
誰かに作ってもらったものを食べるって
なかなかないんだ
こういうお祭りもいいね！","普段は料理をふるまう立場だから
誰かに作ってもらったものを食べるって
なかなかないんだ
こういうお祭りもいいね！","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","24"
"0","","あの、お召しに応じてまいりましたが
私は何をすればよろしいのでしょう？","あの、お召しに応じてまいりましたが
私は何をすればよろしいのでしょう？","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","25"
"0","","意中の相手にチョコレートケーキを贈る、ですか
酒場もいつもより活気づいているのは
この催しのためだったのですね","意中の相手にチョコレートケーキを贈る、ですか
酒場もいつもより活気づいているのは
この催しのためだったのですね","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","26"
"0","","我々ポーンも、主である覚者様方へ
なにかの形で日頃のお返しができればよいのですが","我々ポーンも、主である覚者様方へ
なにかの形で日頃のお返しができればよいのですが","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","27"
"0","","この後、誰が一番チョコレートケーキを貰ったか
集計して発表されるそうです
私はこの場にお呼びいただけただけで十分です――","この後、誰が一番チョコレートケーキを貰ったか
集計して発表されるそうです
私はこの場にお呼びいただけただけで十分です――","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","28"
"0","","“素敵なお祭り”が始まるんですって？
ふふ、何が始まるのかしら
楽しませてちょうだい","“素敵なお祭り”が始まるんですって？
ふふ、何が始まるのかしら
楽しませてちょうだい","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","29"
"0","","想いを込めた贈り物
念を込めるという意味ではそれもある意味
魔術と一緒なのかもしれないわね
相手が大切であればあるほどその力はより強い――","想いを込めた贈り物
念を込めるという意味ではそれもある意味
魔術と一緒なのかもしれないわね
相手が大切であればあるほどその力はより強い――","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","30"
"0","","――あなたが想いを込めた
その黒く輝く芳醇な香りのデザートは
あたくしの唇に触れたがってはいないかしら？
ふふ――誰に贈るにしろ、しっかり考えなさいな","――あなたが想いを込めた
その黒く輝く芳醇な香りのデザートは
あたくしの唇に触れたがってはいないかしら？
ふふ――誰に贈るにしろ、しっかり考えなさいな","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","31"
"0","","ふふ、あたくしは順位なんかに興味は無いの
この刺激的な雰囲気を味わえただけでも
そこそこ楽しめたから――","ふふ、あたくしは順位なんかに興味は無いの
この刺激的な雰囲気を味わえただけでも
そこそこ楽しめたから――","ui\00_message\quest\q60301030.gmd","\quest\q60301030.arc","q60301030.arc","32"
"0","","やあ、そろそろホワイトデーの季節なんだが――
ちょっと早く来すぎだろうって？
そう、シェリーちゃんより少し早く来たのだよ
他でもない、君に相談があってね！","やあ、そろそろホワイトデーの季節なんだが――
ちょっと早く来すぎだろうって？
そう、シェリーちゃんより少し早く来たのだよ
他でもない、君に相談があってね！","ui\00_message\quest\q60301041.gmd","\quest\q60301041.arc","q60301041.arc","0"
"0","","実はこの前のバレンタインデーで
シェリーちゃんから《渾身のチョコレートケーキ》を
貰ったのはいいものの――
ホワイトデーのお返しが思いつかなくてね","実はこの前のバレンタインデーで
シェリーちゃんから《渾身のチョコレートケーキ》を
貰ったのはいいものの――
ホワイトデーのお返しが思いつかなくてね","ui\00_message\quest\q60301041.gmd","\quest\q60301041.arc","q60301041.arc","1"
"0","","彼女とここで合流する前に
何かいい感じのプレゼントを用意したいんだ！
頼む、協力してくれッ！","彼女とここで合流する前に
何かいい感じのプレゼントを用意したいんだ！
頼む、協力してくれッ！","ui\00_message\quest\q60301041.gmd","\quest\q60301041.arc","q60301041.arc","2"
"0","","そうだな――そこに偶然居合わせたモテ男子君と
モテ淑女さんから、何かいいアドバイスを
もらえないだろうか","そうだな――そこに偶然居合わせたモテ男子君と
モテ淑女さんから、何かいいアドバイスを
もらえないだろうか","ui\00_message\quest\q60301041.gmd","\quest\q60301041.arc","q60301041.arc","3"
"0","","ん？　先日のチョコレートケーキのお礼を
渡しに来たんだが――
また、あのめんどくさそうな男が来ているじゃないか
私はもう巻き込まれる気はないぞ","ん？　先日のチョコレートケーキのお礼を
渡しに来たんだが――
また、あのめんどくさそうな男が来ているじゃないか
私はもう巻き込まれる気はないぞ","ui\00_message\quest\q60301041.gmd","\quest\q60301041.arc","q60301041.arc","4"
"0","","先日の菓子には日を置いて返礼するのが礼儀と聞いた
――長居するつもりは無かったが
ファイターのジョブマスターがいたのでな
お互いの得物について意見をかわしていたところだ","先日の菓子には日を置いて返礼するのが礼儀と聞いた
――長居するつもりは無かったが
ファイターのジョブマスターがいたのでな
お互いの得物について意見をかわしていたところだ","ui\00_message\quest\q60301041.gmd","\quest\q60301041.arc","q60301041.arc","5"
"0","","うぅ～ん――
何をすればシェリーちゃんは喜んでくれるのか
どんなお返しの品を選べばいいのか――
あぁ、お祭りの伝道師として恥ずかしい！","うぅ～ん――
何をすればシェリーちゃんは喜んでくれるのか
どんなお返しの品を選べばいいのか――
あぁ、お祭りの伝道師として恥ずかしい！","ui\00_message\quest\q60301041.gmd","\quest\q60301041.arc","q60301041.arc","6"
